anio,semana,HOSPITALIZACION IRAG MENOR 1 AÑO,HOSPITALIZACION IRAG 1 AÑO,HOSPITALIZACION IRAG 2 A 4 AÑOS,HOSPITALIZACION IRAG 5 A 19 AÑOS,HOSPITALIZACION IRAG 20 A 39 AÑOS,HOSPITALIZACION IRAG 40 A 59 AÑOS,HOSPITALIZACION IRAG  MAYOR 60 AÑOS,TOTAL CASOS DE HOSPITALIZACIONES POR IRAG,TOTAL CAUSAS HOSPITALIZACIONES MENOR 1 AÑO,TOTAL CAUSAS HOSPITALIZACIONES 1 AÑO,TOTAL CAUSAS HOSPITALIZACIONES 2 A 4 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES 5 A 19 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES 20 A 39 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES 40 A 59 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES MAYOR 60 AÑOS,TOTAL HOSPITALIZACIONES POR TODAS LAS CAUSAS,HOSPITALIZACIONES EN UCI POR IRAG MENOR 1 AÑO,HOSPITALIZACIONES EN UCI POR IRAG 1 AÑO,HOSPITALIZACIONES EN UCI POR IRAG 2 A 4 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG 5 A 19 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG 20 A 39 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG 40 A 59 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG MAYOR 60 AÑOS,TOTAL DE LAS HOSPITALIZACIONES EN UCI POR IRAG,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MENOR 1 AÑO,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 1 AÑO,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 2 A 4 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 5 A 19 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 20 A 39 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 40 A 59 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MAYOR 60 AÑOS,TOTAL TODAS LAS HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS,MUERTES POR IRAG MENOR 1 AÑO,MUERTES POR IRAG 1 AÑO,MUERTES POR IRAG 2 A 4 AÑOS,MUERTES POR IRAG 5 A 19 AÑOS,MUERTES POR IRAG 20 A 39 AÑOS,MUERTES POR IRAG 40 A 59 AÑOS,MUERTES POR IRAG MAYOR 60 AÑOS,TOTAL DE MUERTES POR IRAG,TODAS LAS CAUSAS DE MUERTE MENOR 1 AÑO,TODAS LAS CAUSAS DE MUERTE 1 AÑO,TODAS LAS CAUSAS DE MUERTE 2 A 4 AÑOS,TODAS LAS CAUSAS DE MUERTE 5 A 19 AÑOS,TODAS LAS CAUSAS DE MUERTE 20 A 39 AÑOS,TODAS LAS CAUSAS DE MUERTE 40 A 59 AÑOS,TODAS LAS CAUSAS DE MUERTE MAYOR 60 AÑOS,TOTAL DE MUERTES POR TODAS LAS CAUSAS,IRAG POR CONSULTA EXTERNA Y URGENCIAS MENOR 1 AÑO,IRAG POR CONSULTA EXTERNA Y URGENCIAS 1 AÑO,IRAG POR CONSULTA EXTERNA Y URGENCIAS 2 A 4 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS 5 A 19 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS 20 A 39 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS 40 A 59 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS MAYOR 60 AÑOS,TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MENOR 1 AÑO,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 1 AÑO,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 2 A 4 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 5 A 19 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 20 A 39 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 40 A 59 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MAYOR 60 AÑOS,TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO EL IRAG,prop_hosp_irag,prop_uci_irag,prop_muertes_irag,prop_consultas_irag,I_t_minus_1,growth_rate,target
2014,36,4,5,2,2,1,2,8,24,34,46,49,160,425,194,217,1125,34,46,49,160,425,194,217,1125,31,1,0,4,11,26,83,156,0,0,0,0,0,2,0,2,1,0,0,0,2,3,10,16,42,70,125,131,165,92,104,729,676,358,724,1825,3718,2620,1735,11656,0.021314387211367674,7.165605095541402,0.11764705882352941,0.06253753109719482,0.052845528455284556,-0.029948497088816813,0
2014,37,4,5,4,4,0,3,15,35,45,42,53,180,480,261,379,1440,45,42,53,180,480,261,379,1440,30,0,0,2,15,30,65,142,0,0,0,0,0,1,1,2,1,0,0,0,3,6,46,56,107,94,139,203,278,183,139,1143,757,427,740,2310,4423,4163,4799,17619,0.024288688410825817,10.06993006993007,0.03508771929824561,0.06486946651532349,0.021314387211367674,0.002912228826599886,1
2014,38,2,3,3,1,1,4,7,21,33,34,57,159,412,193,207,1095,33,34,57,159,412,193,207,1095,43,0,0,4,19,25,74,165,0,0,0,0,0,0,0,0,1,0,0,0,0,6,15,22,112,143,247,217,222,147,92,1180,712,428,893,1877,3990,3258,2173,13331,0.01916058394160584,6.596385542168675,0.0,0.0885088508850885,0.024288688410825817,-0.005006503075979666,0
2014,39,6,3,5,2,2,5,19,42,49,36,56,162,495,260,356,1414,49,36,56,162,495,260,356,1414,32,0,1,1,14,13,93,154,0,0,0,0,0,0,1,1,0,0,0,0,0,5,27,32,101,125,174,161,238,176,146,1121,762,475,818,2044,4052,3851,4405,16407,0.029681978798586573,9.12258064516129,0.030303030303030304,0.06832033154558752,0.01916058394160584,0.010323588865936333,1
2014,40,2,4,3,6,0,3,13,31,35,40,60,138,359,137,197,966,35,40,60,138,359,137,197,966,40,0,0,6,10,26,75,157,0,0,0,0,0,0,0,0,1,0,0,1,2,2,10,16,71,91,171,146,182,112,124,897,691,377,765,1906,3455,2626,2164,11984,0.03205791106514995,6.113924050632911,0.0,0.07484355444305382,0.029681978798586573,0.0023074427983439793,1
2014,41,6,3,8,2,0,3,6,28,46,35,46,121,307,148,201,904,46,35,46,121,307,148,201,904,36,0,1,5,10,21,76,149,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,15,64,82,140,152,182,142,109,871,648,350,636,1788,3335,2878,3040,12675,0.030939226519337018,6.026666666666666,0.0,0.06871252761123382,0.03205791106514995,-0.0010839358274560165,0
2014,42,3,4,8,0,0,21,19,55,40,43,58,126,371,170,243,1051,40,43,58,126,371,170,243,1051,27,0,0,5,26,39,93,190,0,0,0,0,1,0,0,1,0,0,0,0,1,1,15,17,81,77,97,96,178,113,113,755,530,224,408,1207,2789,2178,1787,9123,0.05228136882129278,5.50261780104712,0.05555555555555555,0.08274879438842613,0.030939226519337018,0.020701649285391168,1
2014,43,2,0,1,2,3,16,19,43,79,56,66,234,507,328,416,1686,79,56,66,234,507,328,416,1686,20,10,21,58,119,50,86,364,0,0,0,0,1,1,0,2,1,0,0,0,3,5,23,32,125,109,178,202,314,206,138,1272,1028,496,916,2575,5193,4517,4528,19253,0.025489033787788974,4.619178082191781,0.06060606060606061,0.06606419445310066,0.05228136882129278,-0.02546118920979765,0
2014,44,6,1,1,1,1,2,7,19,36,22,46,108,327,137,137,813,36,22,46,108,327,137,137,813,47,0,1,6,9,14,69,146,0,0,0,0,0,0,0,0,3,0,0,0,1,1,8,13,60,81,130,144,174,121,78,788,596,315,699,1715,3238,2447,2130,11140,0.02334152334152334,5.530612244897959,0.0,0.07072973700744996,0.025489033787788974,-0.0020941330189885115,0
2014,45,2,2,7,7,0,3,11,32,32,33,253,150,398,221,326,1413,32,33,253,150,398,221,326,1413,38,0,0,11,17,36,89,191,0,0,0,0,1,2,4,7,1,0,0,0,2,8,30,41,96,82,104,182,251,174,122,1011,535,259,572,1588,2977,2472,2882,11285,0.02263083451202263,7.359375,0.16666666666666666,0.08958001063264222,0.02334152334152334,-0.0006944786401123373,0
2014,46,2,3,2,2,2,3,13,27,55,44,276,178,485,237,235,1510,55,44,276,178,485,237,235,1510,39,0,0,5,13,26,71,154,0,0,0,0,0,0,0,0,4,0,0,0,1,5,18,28,78,75,127,148,221,128,94,871,530,395,744,1928,3594,2756,2317,12264,0.01786896095301125,9.741935483870968,0.0,0.07101508357113738,0.02263083451202263,-0.004656493231287756,0
2014,47,3,3,6,2,1,1,14,30,27,23,49,118,309,150,217,893,27,23,49,118,309,150,217,893,37,1,0,12,15,38,88,191,0,0,0,0,1,0,0,1,1,0,0,1,3,2,16,23,103,96,151,189,311,170,120,1140,693,559,975,2046,5019,2778,2604,14674,0.03355704697986577,4.651041666666667,0.041666666666666664,0.0776831345826235,0.01786896095301125,0.015412677494523528,1
2014,48,6,6,7,4,2,3,17,45,29,27,50,126,372,178,322,1104,29,27,50,126,372,178,322,1104,32,0,0,5,13,20,80,150,0,0,0,0,0,0,0,0,2,0,0,0,1,4,58,65,105,127,167,245,346,244,146,1380,699,580,980,2542,4976,4398,4399,18574,0.04072398190045249,7.311258278145695,0.0,0.07429340511440108,0.03355704697986577,0.0069342422283598755,1
2014,49,5,3,3,2,2,4,10,29,36,15,20,74,268,127,118,658,36,15,20,74,268,127,118,658,21,0,0,3,8,22,69,123,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,46,71,113,132,236,153,120,871,426,306,538,1725,3358,2741,2443,11537,0.04400606980273141,5.306451612903226,0.0,0.07548968625411683,0.04072398190045249,0.003153658375668007,1
2014,50,1,3,3,4,1,2,14,28,7,16,31,81,257,139,198,729,7,16,31,81,257,139,198,729,27,1,1,2,7,31,85,154,0,0,0,0,0,2,0,2,2,0,0,0,1,7,13,23,35,40,83,94,123,108,97,580,360,256,446,1255,2354,1832,2537,9040,0.038356164383561646,4.703225806451613,0.08333333333333333,0.06415219555358921,0.04400606980273141,-0.0054117553360942955,0
2014,51,2,0,4,5,1,1,21,34,12,9,28,86,244,116,206,701,12,9,28,86,244,116,206,701,28,0,0,10,12,32,104,186,0,0,0,0,0,1,0,1,2,0,0,0,0,7,15,24,37,49,68,113,228,139,105,739,462,335,540,1762,3397,2565,2532,11593,0.04843304843304843,3.748663101604278,0.04,0.06373986544764533,0.038356164383561646,0.009704650865600729,1
2014,52,1,2,5,0,1,1,16,26,8,12,29,56,224,61,122,512,8,12,29,56,224,61,122,512,26,0,1,5,65,27,93,217,0,0,0,0,0,1,1,2,1,0,0,1,1,3,13,19,37,43,64,91,116,115,110,576,295,225,383,1127,2053,2060,1838,7981,0.050682261208576995,2.3486238532110093,0.1,0.07216236532197444,0.04843304843304843,0.0021453089244851263,1
2014,53,3,5,6,2,0,3,11,30,10,12,16,48,133,46,94,359,10,12,16,48,133,46,94,359,28,0,0,8,10,12,72,130,0,0,0,1,0,3,0,4,1,0,0,1,0,4,14,20,40,36,64,92,113,87,68,500,199,180,273,857,1877,1489,1350,6225,0.08333333333333333,2.7404580152671754,0.19047619047619047,0.08030838419530999,0.050682261208576995,0.031076066790352498,1
2015,1,4,7,3,1,0,0,10,25,14,20,18,54,220,103,140,569,14,20,18,54,220,103,140,569,34,0,0,3,5,10,39,91,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,13,42,46,70,99,210,164,108,739,284,215,394,1421,3365,2578,1892,10149,0.043859649122807015,6.184782608695652,0.0,0.07280788177339902,0.08333333333333333,-0.03643724696356276,0
2015,2,3,1,3,2,1,0,0,10,15,8,19,83,247,76,126,574,15,8,19,83,247,76,126,574,20,1,0,3,2,1,4,31,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,7,48,71,74,93,160,141,83,670,394,321,588,1775,3390,4106,3217,13791,0.017391304347826087,17.9375,0.0,0.04857888631090487,0.043859649122807015,-0.02535622944830106,0
2015,3,2,5,2,1,0,0,4,14,15,24,28,69,222,70,131,559,15,24,28,69,222,70,131,559,24,1,0,3,4,1,2,35,1,0,0,0,0,0,1,2,1,0,0,0,0,0,7,8,85,107,99,117,246,191,114,959,462,417,709,2231,4144,3539,3679,15181,0.025,15.527777777777779,0.2222222222222222,0.06316690818074035,0.017391304347826087,0.007478632478632481,1
2015,4,2,1,2,0,1,4,14,24,13,11,24,80,223,97,271,719,13,11,24,80,223,97,271,719,16,1,0,2,11,29,52,111,0,0,0,0,1,1,0,2,0,0,0,0,1,2,16,19,56,84,86,115,184,118,92,735,401,416,738,1888,3907,3613,3677,14640,0.03333333333333333,6.419642857142857,0.1,0.05020148896933269,0.025,0.008130081300813007,1
2015,5,2,6,2,0,0,4,15,29,9,26,22,65,203,93,130,548,9,26,22,65,203,93,130,548,29,0,0,3,20,59,75,186,0,0,0,0,1,0,0,1,0,0,0,2,3,1,15,21,53,104,89,100,171,112,79,708,392,364,618,1664,3771,3015,2694,12518,0.052823315118397086,2.93048128342246,0.045454545454545456,0.05655403786244908,0.03333333333333333,0.018861272695222985,1
2015,6,7,1,5,7,10,9,13,52,21,15,22,95,284,199,286,922,21,15,22,95,284,199,286,922,28,0,0,4,14,22,90,158,0,0,0,0,0,2,0,2,0,0,0,1,1,3,20,25,57,128,129,143,201,123,89,870,432,418,719,2159,4076,3909,2831,14544,0.056338028169014086,5.79874213836478,0.07692307692307693,0.05981436919903747,0.052823315118397086,0.0033383693162434822,1
2015,7,3,5,6,4,4,3,13,38,14,19,32,79,260,116,218,738,14,19,32,79,260,116,218,738,28,0,0,3,15,16,80,142,0,0,0,0,0,0,1,1,0,0,0,0,1,1,13,15,91,115,171,165,240,154,116,1052,471,463,766,1969,4262,3907,4065,15903,0.05142083897158322,5.160839160839161,0.0625,0.06614688128772636,0.056338028169014086,-0.00465493910690122,0
2015,8,2,3,10,3,2,0,7,27,7,14,25,46,185,47,117,441,7,14,25,46,185,47,117,441,24,1,0,1,9,15,56,106,0,0,0,0,0,0,0,0,1,0,0,0,1,2,13,17,65,143,208,162,212,125,81,996,424,456,854,1809,3660,2806,2563,12572,0.06108597285067873,4.121495327102804,0.0,0.07921737055595324,0.05142083897158322,0.009192450368920956,1
2015,9,7,5,10,2,2,2,18,46,16,26,42,74,278,110,268,814,16,26,42,74,278,110,268,814,25,1,1,4,21,20,63,135,0,0,0,0,0,0,5,5,0,0,1,1,1,4,18,25,67,154,204,152,206,147,82,1012,314,422,737,1867,3235,2719,3135,12429,0.05644171779141104,5.985294117647059,0.19230769230769232,0.08141592920353982,0.06108597285067873,-0.004376888563318375,0
2015,10,3,2,3,5,7,2,20,42,11,16,37,69,298,194,325,950,11,16,37,69,298,194,325,950,26,0,0,1,17,36,48,128,0,0,0,0,0,1,0,1,1,0,0,1,0,5,10,17,83,220,311,226,310,207,141,1498,467,638,1037,2219,4734,4016,3897,17008,0.04416403785488959,7.364341085271318,0.05555555555555555,0.08807102122405785,0.05644171779141104,-0.011621729556637612,0
2015,11,7,5,8,2,3,2,14,41,17,25,34,75,180,86,151,568,17,25,34,75,180,86,151,568,23,0,0,3,9,13,47,95,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,11,95,118,203,153,239,149,110,1067,463,432,882,1806,3753,3781,3446,14563,0.07205623901581722,5.916666666666667,0.0,0.07326283987915408,0.04416403785488959,0.02671247059822978,1
2015,12,2,5,2,1,0,3,5,18,4,13,19,51,123,99,177,486,4,13,19,51,123,99,177,486,17,0,0,5,5,18,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12,62,100,150,97,133,94,101,737,281,259,481,1399,2143,1494,1842,7899,0.03696098562628337,6.075,0.0,0.09329113924050633,0.07205623901581722,-0.03273639209613895,0
2015,13,10,11,6,5,2,4,16,54,29,33,37,116,343,171,334,1063,29,33,37,116,343,171,334,1063,53,1,0,3,12,25,77,171,0,0,0,0,1,0,0,1,1,0,0,1,1,7,18,28,108,185,304,214,231,149,144,1335,514,551,1026,2077,4259,3031,2839,14297,0.05075187969924812,6.180232558139535,0.034482758620689655,0.09336970205623164,0.03696098562628337,0.013299337452542245,1
2015,14,9,4,8,3,3,5,16,48,17,14,34,58,248,106,207,684,17,14,34,58,248,106,207,684,26,0,1,5,13,23,66,134,0,0,0,0,0,0,0,0,1,0,0,1,0,1,23,26,141,213,249,215,344,285,267,1714,498,531,906,1932,4118,3199,3232,14416,0.07007299270072993,5.066666666666666,0.0,0.11888742456821808,0.05075187969924812,0.01838789287439772,1
2015,15,7,2,7,6,3,3,17,45,35,23,38,71,249,127,222,765,35,23,38,71,249,127,222,765,24,0,0,9,38,62,108,241,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,104,198,265,245,262,205,169,1448,445,547,974,2250,5053,3718,3860,16847,0.0587467362924282,3.1611570247933884,0.0,0.08594491927825261,0.07007299270072993,-0.010584564310623037,0
2015,16,9,7,8,1,1,3,19,48,16,23,34,72,261,115,214,735,16,23,34,72,261,115,214,735,26,0,0,4,9,33,128,200,0,0,0,0,0,0,1,1,0,0,0,0,1,2,15,18,104,198,265,212,293,166,135,1373,547,562,1068,2205,3766,3609,3467,15224,0.06521739130434782,3.656716417910448,0.05263157894736842,0.09018062397372742,0.0587467362924282,0.006111617434192888,1
2015,17,11,7,17,5,16,8,11,75,20,23,36,74,287,141,190,771,20,23,36,74,287,141,190,771,33,0,1,0,3,29,64,130,0,0,0,0,0,1,0,1,1,0,0,1,0,3,18,23,79,154,232,149,204,131,102,1051,429,461,860,1998,3718,3356,3067,13889,0.09715025906735751,5.885496183206107,0.041666666666666664,0.07566594672426206,0.06521739130434782,0.029977794226498888,1
2015,18,10,8,13,3,2,4,9,49,18,24,36,72,242,126,201,719,18,24,36,72,242,126,201,719,32,0,1,0,6,18,49,106,0,0,0,0,0,0,2,2,0,0,0,0,2,17,24,43,103,169,236,193,285,153,155,1294,535,555,976,2208,4356,3471,3333,15434,0.06805555555555555,6.719626168224299,0.045454545454545456,0.08383543893747976,0.09715025906735751,-0.026518431063885614,0
2015,19,4,8,4,3,0,2,9,30,15,23,24,59,186,85,159,551,15,23,24,59,186,85,159,551,38,1,0,3,6,7,36,91,0,0,0,0,0,0,0,0,2,0,0,0,1,1,10,14,76,89,173,135,198,130,102,903,559,391,821,1854,3675,3288,2898,13486,0.05434782608695652,5.989130434782608,0.0,0.06695336249721955,0.06805555555555555,-0.01283428506812913,0
2015,20,10,5,9,1,3,6,24,58,18,18,39,63,252,120,216,726,18,18,39,63,252,120,216,726,24,1,2,23,8,13,68,139,0,0,0,0,0,0,0,0,1,0,0,1,0,4,18,24,108,144,190,144,227,139,118,1070,489,463,817,1875,3829,3193,3277,13943,0.07977991746905089,5.185714285714286,0.0,0.07673551348250143,0.05434782608695652,0.024121158836625585,1
2015,21,14,8,7,3,1,0,16,49,31,21,39,68,223,114,198,694,31,21,39,68,223,114,198,694,35,0,0,5,7,17,52,116,0,0,0,0,0,1,0,1,2,0,1,0,1,5,19,28,133,157,243,181,256,178,102,1250,633,560,1011,2404,4538,3816,3737,16699,0.07050359712230216,5.931623931623932,0.034482758620689655,0.0748502994011976,0.07977991746905089,-0.008590936168262838,0
2015,22,6,8,11,5,3,1,8,42,19,21,36,69,200,95,150,590,19,21,36,69,200,95,150,590,27,0,0,1,5,16,41,90,0,0,0,0,0,0,0,0,2,0,0,0,0,4,7,13,89,99,172,167,223,161,116,1027,623,459,932,2280,4389,4410,3520,16613,0.07106598984771574,6.483516483516484,0.0,0.061815336463223784,0.07050359712230216,0.0005253534195731743,1
2015,23,8,3,8,3,3,2,25,52,18,16,26,63,198,95,186,602,18,16,26,63,198,95,186,602,25,0,0,2,10,16,58,111,0,0,0,0,0,0,0,0,3,0,0,0,2,3,14,22,118,105,169,237,256,155,139,1179,436,370,690,1721,2802,2811,2886,11716,0.08623548922056384,5.375,0.0,0.1006230263719382,0.07106598984771574,0.014162992305455337,1
2015,24,13,12,10,4,5,8,28,80,18,28,40,76,198,109,220,689,18,28,40,76,198,109,220,689,27,1,0,2,16,9,59,114,0,0,0,0,0,0,0,0,1,0,0,1,0,2,20,24,128,103,186,189,240,159,166,1171,472,390,745,1662,2947,2571,2670,11457,0.11594202898550725,5.991304347826087,0.0,0.10219933670797696,0.08623548922056384,0.027348157982077667,1
2015,25,18,5,10,1,3,4,21,62,27,19,32,59,233,78,131,579,27,19,32,59,233,78,131,579,27,0,0,1,5,11,27,71,0,0,0,0,0,0,0,0,2,0,0,2,0,6,9,19,118,137,190,202,279,159,141,1226,463,519,856,2128,4151,3556,3379,15052,0.10689655172413794,8.041666666666666,0.0,0.08144555902477911,0.11594202898550725,-0.00810568741603224,0
2015,26,19,10,11,4,2,1,24,71,29,25,24,61,216,120,225,700,29,25,24,61,216,120,225,700,36,0,1,4,11,22,56,130,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,25,111,132,143,147,293,170,161,1157,446,493,715,1795,3885,3218,3177,13729,0.10128388017118402,5.343511450381679,0.0,0.0842680262199563,0.10689655172413794,-0.0050706378515783055,0
2015,27,9,5,13,2,0,3,6,38,18,31,31,62,253,110,192,697,18,31,31,62,253,110,192,697,32,2,1,3,10,20,46,114,0,0,0,0,0,1,0,1,3,0,0,0,0,5,15,23,112,134,157,154,290,242,185,1274,561,520,803,2318,4668,4140,3990,17000,0.054441260744985676,6.060869565217391,0.041666666666666664,0.07493676842538674,0.10128388017118402,-0.04253455468622414,0
2015,28,7,7,4,5,0,10,12,45,15,22,27,84,189,93,132,562,15,22,27,84,189,93,132,562,31,0,0,3,15,17,60,126,0,0,0,0,0,0,0,0,1,0,0,0,1,4,6,12,115,108,175,195,277,212,168,1250,484,441,792,2284,4258,3404,3249,14912,0.07992895204262877,4.425196850393701,0.0,0.08381948635418762,0.054441260744985676,0.02417175071434087,1
2015,29,17,9,4,3,3,1,35,72,32,24,20,72,225,120,200,693,32,24,20,72,225,120,200,693,37,0,1,3,13,28,78,160,0,0,0,0,0,0,0,0,1,0,0,0,1,1,13,16,123,118,181,219,266,196,185,1288,553,501,798,2226,4096,3697,3570,15441,0.1037463976945245,4.304347826086956,0.0,0.08340888485947416,0.07992895204262877,0.022054641286212654,1
2015,30,10,8,7,4,0,4,18,51,20,18,36,59,225,124,201,683,20,18,36,59,225,124,201,683,33,0,0,2,18,25,78,156,0,0,0,0,0,0,1,1,0,0,0,0,0,2,19,21,121,151,190,251,308,197,181,1399,544,595,903,2523,4532,3701,3526,16324,0.07456140350877193,4.350318471337579,0.045454545454545456,0.0856967840735069,0.1037463976945245,-0.02644175713435024,0
2015,31,9,7,6,2,3,0,3,30,24,26,25,50,127,46,68,366,24,26,25,50,127,46,68,366,36,1,2,5,1,2,2,49,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,7,93,119,146,202,256,179,133,1128,447,414,681,1711,3204,2955,2915,12327,0.08174386920980926,7.32,0.0,0.09149902660609993,0.07456140350877193,0.006684090529944952,1
2015,32,5,5,9,4,1,1,12,37,16,16,26,75,201,87,118,539,16,16,26,75,201,87,118,539,34,1,0,2,10,15,54,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,16,76,89,148,200,213,191,144,1061,398,441,695,1728,2951,3373,3102,12688,0.06851851851851852,4.6068376068376065,0.0,0.08361573015998108,0.08174386920980926,-0.01222595391361134,0
2015,33,7,5,12,1,5,2,16,48,14,19,26,67,216,109,211,662,14,19,26,67,216,109,211,662,40,0,0,1,12,23,83,159,0,0,0,0,0,0,0,0,0,0,1,0,2,3,21,27,80,74,121,181,233,194,163,1046,450,327,603,1761,3699,3102,3035,12977,0.07239819004524888,4.1375,0.0,0.080597934966867,0.06851851851851852,0.0036308884305622045,1
2015,34,4,7,8,5,2,1,17,44,28,24,28,77,215,104,197,673,28,24,28,77,215,104,197,673,37,0,0,0,11,19,76,143,0,0,0,0,1,1,0,2,1,0,1,0,2,5,20,29,54,75,109,195,304,188,155,1080,457,342,647,2046,3995,3512,3536,14535,0.06528189910979229,4.673611111111111,0.06666666666666667,0.07429829389102917,0.07239819004524888,-0.006635866230953187,0
2015,35,6,9,7,5,1,1,13,42,17,26,26,68,221,105,165,628,17,26,26,68,221,105,165,628,30,0,0,3,10,24,83,150,0,0,0,1,0,1,1,3,0,0,0,1,0,5,25,31,115,125,197,245,300,227,163,1372,487,442,789,2210,4122,3567,3653,15270,0.06677265500794913,4.158940397350993,0.09375,0.08984349420470172,0.06528189910979229,0.001399400383506557,1
2015,36,12,3,9,1,3,3,12,43,25,22,43,231,256,97,186,860,25,22,43,231,256,97,186,860,31,0,0,1,14,28,89,163,0,0,0,0,0,2,0,2,0,0,0,1,0,2,15,18,117,122,214,261,282,241,149,1386,632,501,888,2874,4492,3844,3672,16903,0.04994192799070848,5.2439024390243905,0.10526315789473684,0.08199242782773308,0.06677265500794913,-0.01577723888799459,0
2015,37,6,6,8,4,0,1,7,32,15,20,24,58,213,78,118,526,15,20,24,58,213,78,118,526,43,0,0,0,17,34,74,168,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,14,93,121,229,253,355,221,151,1423,481,378,749,2095,3596,8092,2897,18288,0.06072106261859583,3.1124260355029585,0.0,0.07780633167477718,0.04994192799070848,0.010266410303773238,1
2015,38,8,6,6,5,1,1,21,48,19,20,31,69,258,128,188,713,19,20,31,69,258,128,188,713,32,1,0,3,11,22,95,164,0,0,0,0,0,1,0,1,1,0,0,1,1,4,20,27,124,124,206,230,318,230,185,1417,596,454,1222,2419,4958,4023,3870,17542,0.06722689075630252,4.321212121212121,0.03571428571428571,0.08077295787493587,0.06072106261859583,0.0061334014822386875,1
2015,39,4,4,2,0,3,2,19,34,18,26,24,70,240,102,195,675,18,26,24,70,240,102,195,675,38,0,0,3,16,24,77,158,0,0,0,0,0,0,1,1,0,0,0,0,0,3,21,24,98,97,185,212,293,236,146,1267,506,419,763,1931,4460,3422,3560,15061,0.05029585798816568,4.245283018867925,0.04,0.08411897490373124,0.06722689075630252,-0.015864511018962864,0
2015,40,3,4,5,1,1,0,7,21,11,13,18,60,157,56,95,410,11,13,18,60,157,56,95,410,37,0,0,3,22,22,84,168,0,0,0,0,0,1,0,1,1,0,0,0,1,2,8,12,54,53,136,169,221,185,122,940,445,304,630,1890,3990,3199,2681,13139,0.051094890510948905,2.42603550295858,0.07692307692307693,0.0715372907153729,0.05029585798816568,0.0007607689935231829,1
2015,41,5,7,4,3,2,7,24,52,18,25,24,72,271,135,216,761,18,25,24,72,271,135,216,761,27,0,0,2,13,25,68,135,0,0,0,0,0,1,1,2,0,0,0,1,2,2,28,33,104,126,147,230,324,234,281,1446,517,450,806,1968,4121,3079,6332,17273,0.06824146981627296,5.595588235294118,0.058823529411764705,0.08370962139631817,0.051094890510948905,0.016313065033537473,1
2015,42,4,1,2,2,3,4,13,29,14,14,30,68,223,124,192,665,14,14,30,68,223,124,192,665,24,0,0,3,9,24,59,119,1,0,0,0,0,1,0,2,1,0,0,0,1,5,18,25,138,105,164,209,331,202,151,1300,480,420,720,1971,4839,3540,3200,15170,0.04354354354354354,5.541666666666667,0.07692307692307693,0.0856898029134533,0.06824146981627296,-0.02312017176882042,0
