anio,semana,HOSPITALIZACION IRAG MENOR 1 AÑO,HOSPITALIZACION IRAG 1 AÑO,HOSPITALIZACION IRAG 2 A 4 AÑOS,HOSPITALIZACION IRAG 5 A 19 AÑOS,HOSPITALIZACION IRAG 20 A 39 AÑOS,HOSPITALIZACION IRAG 40 A 59 AÑOS,HOSPITALIZACION IRAG  MAYOR 60 AÑOS,TOTAL CASOS DE HOSPITALIZACIONES POR IRAG,TOTAL CAUSAS HOSPITALIZACIONES MENOR 1 AÑO,TOTAL CAUSAS HOSPITALIZACIONES 1 AÑO,TOTAL CAUSAS HOSPITALIZACIONES 2 A 4 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES 5 A 19 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES 20 A 39 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES 40 A 59 AÑOS,TOTAL CAUSAS HOSPITALIZACIONES MAYOR 60 AÑOS,TOTAL HOSPITALIZACIONES POR TODAS LAS CAUSAS,HOSPITALIZACIONES EN UCI POR IRAG MENOR 1 AÑO,HOSPITALIZACIONES EN UCI POR IRAG 1 AÑO,HOSPITALIZACIONES EN UCI POR IRAG 2 A 4 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG 5 A 19 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG 20 A 39 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG 40 A 59 AÑOS,HOSPITALIZACIONES EN UCI POR IRAG MAYOR 60 AÑOS,TOTAL DE LAS HOSPITALIZACIONES EN UCI POR IRAG,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MENOR 1 AÑO,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 1 AÑO,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 2 A 4 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 5 A 19 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 20 A 39 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 40 A 59 AÑOS,HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MAYOR 60 AÑOS,TOTAL TODAS LAS HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS,MUERTES POR IRAG MENOR 1 AÑO,MUERTES POR IRAG 1 AÑO,MUERTES POR IRAG 2 A 4 AÑOS,MUERTES POR IRAG 5 A 19 AÑOS,MUERTES POR IRAG 20 A 39 AÑOS,MUERTES POR IRAG 40 A 59 AÑOS,MUERTES POR IRAG MAYOR 60 AÑOS,TOTAL DE MUERTES POR IRAG,TODAS LAS CAUSAS DE MUERTE MENOR 1 AÑO,TODAS LAS CAUSAS DE MUERTE 1 AÑO,TODAS LAS CAUSAS DE MUERTE 2 A 4 AÑOS,TODAS LAS CAUSAS DE MUERTE 5 A 19 AÑOS,TODAS LAS CAUSAS DE MUERTE 20 A 39 AÑOS,TODAS LAS CAUSAS DE MUERTE 40 A 59 AÑOS,TODAS LAS CAUSAS DE MUERTE MAYOR 60 AÑOS,TOTAL DE MUERTES POR TODAS LAS CAUSAS,IRAG POR CONSULTA EXTERNA Y URGENCIAS MENOR 1 AÑO,IRAG POR CONSULTA EXTERNA Y URGENCIAS 1 AÑO,IRAG POR CONSULTA EXTERNA Y URGENCIAS 2 A 4 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS 5 A 19 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS 20 A 39 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS 40 A 59 AÑOS,IRAG POR CONSULTA EXTERNA Y URGENCIAS MAYOR 60 AÑOS,TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MENOR 1 AÑO,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 1 AÑO,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 2 A 4 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 5 A 19 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 20 A 39 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 40 A 59 AÑOS,CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MAYOR 60 AÑOS,TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO EL IRAG,prop_hosp_irag,prop_uci_irag,prop_muertes_irag,prop_consultas_irag,I_t_minus_1,growth_rate,target
2017,22,57,22,26,27,70,2,24,228,71,28,39,72,252,138,276,876,71,28,39,72,252,138,276,876,26,1,1,6,19,31,81,165,0,0,0,0,0,1,0,1,2,0,0,0,1,2,23,28,291,250,527,486,458,280,359,2651,778,716,1372,2724,5915,4285,4629,20419,0.25997719498289623,5.27710843373494,0.034482758620689655,0.12982370225269343,0.13179571663920922,0.11325495975926932,1
2017,23,71,14,26,29,79,4,15,238,86,22,34,67,198,91,199,697,86,22,34,67,198,91,199,697,26,2,1,5,13,30,53,130,0,0,0,0,1,1,0,2,0,0,0,0,1,5,13,19,312,247,508,416,544,323,335,2685,1026,792,1589,3234,6876,4764,4829,23110,0.34097421203438394,5.320610687022901,0.1,0.11617844316559214,0.25997719498289623,0.06428451036575088,1
2017,24,46,16,22,32,61,8,9,194,55,23,28,64,155,99,172,596,55,23,28,64,155,99,172,596,26,0,3,6,3,12,52,102,0,0,0,0,0,2,1,3,3,0,0,0,0,2,3,8,270,236,433,468,448,243,268,2366,1051,794,1371,2659,5359,3762,4293,19289,0.3249581239530988,5.786407766990291,0.3333333333333333,0.12265422498703991,0.34097421203438394,-0.011943621240103654,0
2017,25,46,8,15,26,59,5,21,180,63,11,21,63,198,95,214,665,63,11,21,63,198,95,214,665,26,1,4,10,14,19,64,138,0,0,0,0,0,1,0,1,0,0,0,0,1,6,12,19,292,226,383,403,352,241,254,2151,883,577,1109,2443,4538,3324,3398,16272,0.2702702702702703,4.784172661870503,0.05,0.1321821421987341,0.3249581239530988,-0.04127515631940409,0
2017,26,0,1,1,0,3,6,26,37,3,2,3,18,89,94,236,445,3,2,3,18,89,94,236,445,1,0,0,4,15,9,76,105,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,27,135,112,168,187,348,214,255,1419,345,312,529,1473,3996,3014,3315,12984,0.08295964125560538,4.19811320754717,0.0,0.10927993839045053,0.2702702702702703,-0.14745730369239576,0
2017,27,57,15,22,30,52,4,20,200,70,22,31,88,220,148,264,843,70,22,31,88,220,148,264,843,33,1,4,8,14,21,75,156,0,0,0,0,0,1,0,1,0,0,0,0,1,1,20,22,265,220,330,388,498,253,301,2255,649,554,1025,2638,5925,4338,4226,19355,0.23696682464454977,5.369426751592357,0.043478260869565216,0.11650134325273817,0.08295964125560538,0.14220953165935651,1
2017,28,8,2,1,1,2,2,21,37,10,10,7,37,124,179,300,667,10,10,7,37,124,179,300,667,2,0,0,3,15,23,70,113,0,0,0,0,0,0,0,0,0,0,0,0,1,3,27,31,120,90,168,216,394,272,303,1563,498,410,819,2190,5575,4627,4749,18868,0.05538922155688623,5.850877192982456,0.0,0.08283427844612858,0.23696682464454977,-0.14679262165324525,0
2017,29,46,12,17,29,53,8,33,198,64,14,22,71,195,117,249,732,64,14,22,71,195,117,249,732,28,1,2,2,17,18,67,135,0,0,0,1,0,0,0,1,2,1,0,1,1,1,13,19,220,206,365,535,484,327,303,2440,763,906,1144,2804,4978,3696,3895,18186,0.27012278308321963,5.382352941176471,0.05,0.13416176389728926,0.05538922155688623,0.20346385687885207,1
2017,30,43,8,15,29,66,10,27,198,63,12,22,74,189,118,244,722,63,12,22,74,189,118,244,722,28,1,0,6,8,13,76,132,0,0,0,0,0,1,0,1,2,0,0,3,0,4,18,27,271,242,399,664,613,367,339,2895,821,699,1273,3211,5887,4305,4599,20795,0.27385892116182575,5.428571428571429,0.03571428571428571,0.13920946335833814,0.27012278308321963,0.0029415566182795783,1
2017,31,43,10,17,36,63,5,9,183,60,13,22,69,179,90,142,575,60,13,22,69,179,90,142,575,36,3,3,4,13,23,60,142,0,0,0,0,0,0,0,0,2,0,1,1,0,1,9,14,261,211,386,701,695,423,382,3059,657,508,1061,2916,5448,3974,3783,18347,0.3177083333333333,4.020979020979021,0.0,0.16672116851972968,0.27385892116182575,0.03442250271444079,1
2017,32,47,14,20,38,54,4,41,218,65,18,29,81,210,118,249,770,65,18,29,81,210,118,249,770,34,2,1,8,9,18,65,137,0,0,0,0,0,0,0,0,2,0,0,0,1,1,30,34,247,260,481,774,651,423,506,3342,660,601,1252,3098,5741,4275,4709,20336,0.2827496757457847,5.579710144927536,0.0,0.16433102227467178,0.3177083333333333,-0.026529890343119908,0
2017,33,49,8,22,41,74,7,16,217,71,11,27,74,182,100,146,611,71,11,27,74,182,100,146,611,33,1,0,7,7,17,43,108,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,246,223,455,742,609,391,370,3036,720,947,1319,2913,5302,3949,3882,19032,0.3545751633986928,5.605504587155964,0.0,0.15951242578679137,0.2827496757457847,0.055993378139931424,1
2017,34,34,7,17,29,70,5,30,192,48,10,21,72,197,120,235,703,48,10,21,72,197,120,235,703,19,3,3,6,11,30,72,144,0,0,0,0,1,1,0,2,1,0,0,1,1,7,12,22,242,238,490,770,695,506,538,3479,680,599,1363,3111,5641,4443,4850,20687,0.2727272727272727,4.848275862068966,0.08695652173913043,0.16816511987625676,0.3545751633986928,-0.060423292027634634,0
2017,35,28,15,17,38,69,5,18,190,47,18,35,67,196,111,178,652,47,18,35,67,196,111,178,652,24,0,4,3,4,11,57,103,0,0,0,0,0,1,3,4,0,0,0,0,0,3,7,10,233,190,450,682,823,471,397,3246,751,536,1245,3028,5996,4633,4725,20914,0.29096477794793263,6.269230769230769,0.36363636363636365,0.15519961749940234,0.2727272727272727,0.014329468387661368,1
2017,36,35,17,17,31,67,3,16,186,57,23,25,67,188,86,144,590,57,23,25,67,188,86,144,590,27,3,4,8,7,12,54,115,0,0,0,0,0,0,1,1,0,1,0,1,1,2,11,16,186,186,382,571,653,349,366,2693,649,527,1216,2836,6318,4734,4990,21270,0.3147208121827411,5.086206896551724,0.058823529411764705,0.12660429693009262,0.29096477794793263,0.018401767918540857,1
2017,37,36,8,15,23,67,6,20,175,55,12,23,68,202,102,180,642,55,12,23,68,202,102,180,642,26,2,1,7,6,17,58,117,0,0,0,0,0,1,1,2,1,0,0,1,0,3,10,15,185,181,382,550,601,307,342,2548,770,622,1293,3143,6628,4962,4987,22405,0.27216174183514774,5.440677966101695,0.125,0.11371953940908686,0.3147208121827411,-0.03237118478176021,0
2017,38,43,10,23,32,63,8,30,209,63,12,32,75,193,111,191,677,63,12,32,75,193,111,191,677,35,2,3,9,10,18,39,116,0,0,0,0,1,0,0,1,0,0,0,1,2,2,10,15,234,197,451,495,555,338,294,2564,644,519,1179,2700,6006,4556,4781,20385,0.308259587020649,5.786324786324786,0.0625,0.12577258903168842,0.27216174183514774,0.028375201044348777,1
2017,39,33,11,20,31,66,9,17,187,51,18,23,68,204,97,197,658,51,18,23,68,204,97,197,658,29,3,1,13,12,12,48,118,0,0,0,0,0,0,0,0,4,0,0,1,1,4,12,22,238,234,447,527,570,236,353,2605,732,647,1429,2795,6009,4492,4931,21035,0.283763277693475,5.529411764705882,0.0,0.1238353299106294,0.308259587020649,-0.018724349181312258,0
2017,40,30,8,15,36,59,7,16,171,48,8,26,68,183,106,180,619,48,8,26,68,183,106,180,619,31,2,1,14,6,23,58,135,0,0,0,0,0,0,0,0,2,0,1,0,1,1,11,16,338,134,369,445,528,264,292,2370,1007,534,1195,2740,5988,4106,4337,19907,0.27580645161290324,4.551470588235294,0.0,0.11904761904761904,0.283763277693475,-0.006198047738885082,0
2017,41,38,4,12,30,62,12,9,167,58,8,17,64,156,102,130,535,58,8,17,64,156,102,130,535,34,0,0,7,9,18,42,110,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,9,223,170,308,345,488,250,232,2016,1534,1417,1934,3101,5846,4604,4626,23062,0.31156716417910446,4.81981981981982,0.0,0.08741273901920825,0.27580645161290324,0.028029888484253803,1
2017,42,43,15,27,23,53,4,21,186,62,18,34,62,210,128,246,760,62,18,34,62,210,128,246,760,21,1,3,6,14,33,66,144,0,0,0,0,1,1,0,2,0,0,0,0,1,1,10,12,187,179,322,328,446,251,214,1927,630,547,1064,2448,5444,4338,4647,19118,0.24441524310118265,5.241379310344827,0.15384615384615385,0.10078979026099691,0.31156716417910446,-0.05119975774931165,0
2017,43,33,9,15,24,53,6,11,151,50,11,27,69,172,111,196,636,50,11,27,69,172,111,196,636,34,1,2,8,5,11,23,84,0,0,0,0,0,0,0,0,3,0,0,0,1,3,17,24,211,179,314,442,504,281,261,2192,773,612,1184,3244,6718,5061,5034,22626,0.2370486656200942,7.482352941176471,0.0,0.0968754143280152,0.24441524310118265,-0.005919710098319238,0
2017,44,28,9,19,32,52,7,12,159,44,13,29,61,172,108,146,573,44,13,29,61,172,108,146,573,38,0,1,6,14,18,54,131,0,0,0,0,0,1,0,1,1,0,1,1,1,7,10,21,207,146,323,394,480,206,172,1928,625,477,911,2159,4947,3884,4228,17231,0.2770034843205575,4.340909090909091,0.045454545454545456,0.11188486536675951,0.2370486656200942,0.03229850191902934,1
2017,45,28,7,18,32,41,7,13,146,47,14,23,76,160,107,169,596,47,14,23,76,160,107,169,596,24,0,2,9,10,15,46,106,0,0,0,0,0,0,0,0,1,0,0,0,2,3,11,17,156,137,255,343,392,211,213,1707,510,412,916,1988,4569,3619,3898,15912,0.24455611390284757,5.570093457943925,0.0,0.1072707848928549,0.2770034843205575,-0.025408991295723733,0
2017,46,41,11,27,21,78,12,29,219,63,17,36,54,234,151,279,834,63,17,36,54,234,151,279,834,43,1,2,9,12,22,66,155,0,0,0,0,1,0,0,1,2,1,0,0,2,7,18,30,225,210,388,383,480,239,235,2160,764,583,1206,2508,5546,4277,4840,19724,0.2622754491017964,5.346153846153846,0.03225806451612903,0.10950570342205324,0.24455611390284757,0.014237473908172885,1
2017,47,35,7,15,21,54,6,18,156,57,18,19,56,189,119,211,669,57,18,19,56,189,119,211,669,40,5,3,8,10,31,84,181,0,0,0,0,0,0,0,0,1,1,0,0,2,3,12,19,224,187,378,347,439,216,225,2016,631,589,1051,2350,5906,4575,5041,20143,0.23283582089552238,3.6758241758241756,0.0,0.10007942811755362,0.2622754491017964,-0.02332266560933473,0
2017,48,36,11,22,19,57,10,16,171,54,15,27,64,193,118,194,665,54,15,27,64,193,118,194,665,31,2,5,5,17,25,48,133,0,0,0,0,1,0,0,1,3,0,0,0,2,2,12,19,220,207,311,338,421,252,256,2005,786,676,1057,2419,5452,4519,4950,19859,0.25675675675675674,4.962686567164179,0.05,0.10095669687814703,0.23283582089552238,0.019403180420129573,1
2017,49,35,13,13,23,61,4,7,156,56,17,17,43,195,106,170,604,56,17,17,43,195,106,170,604,35,1,1,6,6,17,55,121,0,0,0,0,0,0,0,0,35,1,1,6,2,5,22,72,182,142,221,286,447,199,179,1656,579,421,800,1945,4564,3214,3725,15248,0.2578512396694215,4.950819672131147,0.0,0.1085972850678733,0.25675675675675674,0.0008708788767439782,1
2017,50,39,16,14,26,56,3,12,166,64,22,20,66,199,89,183,643,64,22,20,66,199,89,183,643,38,1,0,4,10,36,79,168,0,0,0,0,0,0,0,0,1,0,0,0,1,3,18,23,192,169,240,269,375,178,115,1538,625,465,860,2442,4987,3761,3859,16999,0.2577639751552795,3.804733727810651,0.0,0.09047058823529412,0.2578512396694215,-6.937586209710833e-05,0
2017,51,40,10,13,22,65,6,10,166,57,15,19,60,190,75,141,557,57,15,19,60,190,75,141,557,33,4,2,3,8,13,53,116,0,0,0,0,0,1,0,1,1,0,0,1,0,1,11,14,180,155,206,245,393,174,126,1479,673,419,751,2027,4391,3579,3325,15165,0.2974910394265233,4.760683760683761,0.06666666666666667,0.09752077014374258,0.2577639751552795,0.03158546838355679,1
2017,52,24,6,15,16,62,4,18,145,45,10,20,59,191,94,175,594,45,10,20,59,191,94,175,594,33,1,4,3,7,19,71,138,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,17,154,146,180,178,210,117,99,1084,430,349,554,1209,2841,2051,2136,9570,0.24369747899159663,4.273381294964029,0.0,0.11325880263295371,0.2974910394265233,-0.041459677793769426,0
2018,1,21,5,16,24,59,2,19,146,31,7,24,58,177,75,147,519,31,7,24,58,177,75,147,519,25,3,1,2,13,27,85,156,0,0,0,0,1,0,1,2,2,0,0,0,2,5,22,31,162,134,206,190,306,160,274,1432,461,317,613,1585,3392,2572,3391,12331,0.28076923076923077,3.305732484076433,0.0625,0.11612066169315602,0.24369747899159663,0.029807692307692313,1
2018,2,34,7,11,27,64,7,13,163,50,14,15,70,208,102,200,659,50,14,15,70,208,102,200,659,26,1,2,4,10,33,94,170,0,0,0,0,0,0,0,0,0,0,0,2,3,2,14,21,225,163,225,335,503,291,376,2118,674,503,816,2074,4755,4067,4754,17643,0.24696969696969698,3.853801169590643,0.0,0.12004080707322602,0.28076923076923077,-0.026390026390026387,0
2018,3,30,11,10,16,47,5,15,134,50,15,16,51,190,100,177,599,50,15,16,51,190,100,177,599,31,2,4,3,17,27,75,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,14,167,148,190,291,398,247,290,1731,601,497,1015,2610,5181,4415,4668,18987,0.22333333333333333,3.74375,0.0,0.09116283968822414,0.24696969696969698,-0.018955042527339015,0
2018,4,47,15,22,27,103,21,13,248,69,18,29,62,224,125,188,715,69,18,29,62,224,125,188,715,30,5,1,3,8,25,73,145,0,0,0,0,0,0,0,0,2,1,1,1,1,1,10,17,197,148,201,280,349,233,277,1685,585,459,1231,2427,5443,5027,5477,20649,0.3463687150837989,4.897260273972603,0.0,0.08159806295399516,0.22333333333333333,0.10057388153989011,1
2018,5,26,9,16,32,56,6,26,171,51,18,25,78,215,129,211,727,51,18,25,78,215,129,211,727,25,1,1,9,12,24,54,126,0,0,0,0,0,0,0,0,0,1,0,0,0,2,18,21,158,108,197,297,371,178,234,1543,548,455,958,2295,4926,4460,4883,18525,0.2348901098901099,5.724409448818897,0.0,0.08328835150599158,0.3463687150837989,-0.08279946194883957,0
2018,6,25,11,6,25,55,8,12,142,50,17,16,62,199,119,250,713,50,17,16,62,199,119,250,713,35,2,1,5,13,23,67,146,0,0,0,0,0,0,1,1,3,1,0,0,0,4,14,22,177,154,259,298,407,217,197,1709,557,484,918,2753,5623,4885,5111,20331,0.19887955182072828,4.850340136054422,0.043478260869565216,0.08405469211095809,0.2348901098901099,-0.02916094135095641,0
2018,7,28,8,29,30,50,8,14,167,49,11,34,75,175,136,232,712,49,11,34,75,175,136,232,712,22,3,4,3,7,29,56,124,0,0,0,0,0,0,1,1,0,0,0,1,0,1,19,21,184,171,368,344,458,238,217,1980,554,471,990,2493,5839,4393,4790,19530,0.23422159887798036,5.696,0.045454545454545456,0.10137729762940965,0.19887955182072828,0.02947923083981073,1
2018,8,18,4,27,40,60,7,16,172,28,7,36,76,179,105,188,619,28,7,36,76,179,105,188,619,20,0,3,8,9,28,59,127,0,0,0,0,1,0,0,1,1,0,0,0,1,1,11,14,214,219,435,406,566,242,233,2315,770,670,1301,2899,6637,5082,5410,22769,0.27741935483870966,4.8359375,0.06666666666666667,0.10166886253842776,0.23422159887798036,0.034999999999999996,1
2018,9,31,6,22,33,65,7,18,182,52,8,32,81,214,156,237,780,52,8,32,81,214,156,237,780,28,1,2,3,10,20,86,150,0,0,0,0,0,0,0,0,2,0,0,1,0,1,21,25,379,282,826,564,676,326,404,3457,946,720,1789,3085,6494,4794,5767,23595,0.2330345710627401,5.1655629139072845,0.0,0.1465078826919817,0.27741935483870966,-0.03474566406704689,0
2018,10,34,11,21,29,62,6,12,175,42,15,24,74,193,127,218,693,42,15,24,74,193,127,218,693,24,3,3,10,13,19,67,139,0,0,0,0,1,0,0,1,1,0,0,2,2,2,14,21,241,211,433,420,542,294,297,2438,869,601,1313,2781,6238,5207,5998,23007,0.2521613832853026,4.95,0.045454545454545456,0.10596314325452016,0.2330345710627401,0.015511983744362724,1
2018,11,42,13,16,33,62,6,10,182,55,16,21,63,186,94,191,626,55,16,21,63,186,94,191,626,28,4,2,4,15,32,54,139,0,0,0,0,0,0,0,0,1,0,0,1,2,1,11,16,242,196,414,352,412,214,131,1961,884,587,1182,2527,5632,4181,3878,18871,0.2902711323763955,4.4714285714285715,0.0,0.10391055532005086,0.2521613832853026,0.03043517361244936,1
2018,12,37,9,7,26,38,5,12,134,49,10,11,51,144,85,169,519,49,10,11,51,144,85,169,519,20,2,4,4,9,26,100,165,0,0,0,0,0,0,0,0,0,1,1,0,1,3,14,20,217,170,402,324,490,236,217,2056,539,439,1185,1981,4993,3618,4216,16971,0.25769230769230766,3.1265060240963853,0.0,0.12114070233325477,0.2902711323763955,-0.025249595892364748,0
2018,13,35,11,22,22,62,3,25,180,49,13,30,52,210,99,238,691,49,13,30,52,210,99,238,691,35,0,2,2,8,34,118,199,0,0,0,0,0,0,0,0,3,0,0,2,0,2,12,19,251,211,432,301,366,206,246,2013,562,488,999,1931,4047,3392,4107,15526,0.26011560693641617,3.455,0.0,0.12964513428221808,0.25769230769230766,0.0019267822736030896,1
2018,14,35,10,18,40,68,7,20,198,50,15,24,78,195,96,193,651,50,15,24,78,195,96,193,651,34,4,2,6,13,22,95,176,0,0,0,0,1,0,0,1,2,0,0,0,3,4,8,17,228,172,288,267,394,210,159,1718,669,567,1121,2350,5839,5054,5070,20670,0.30368098159509205,3.6779661016949152,0.05555555555555555,0.08311160563107735,0.26011560693641617,0.03457252209151802,1
2018,15,40,11,26,32,60,3,12,184,55,17,31,74,190,129,179,675,55,17,31,74,190,129,179,675,21,0,3,7,19,29,100,179,0,0,0,0,1,1,0,2,0,0,1,0,1,1,10,13,240,235,382,396,486,293,252,2284,620,635,1147,2719,5562,5058,4566,20307,0.27218934911242604,3.75,0.14285714285714285,0.11246799290919834,0.30368098159509205,-0.024155934563174396,0
2018,16,43,14,27,31,59,6,15,195,58,16,30,69,192,103,174,642,58,16,30,69,192,103,174,642,36,1,3,3,24,40,95,202,0,0,0,0,1,1,0,2,3,0,0,0,1,2,7,13,329,247,535,466,530,334,355,2796,893,804,1559,3073,6985,5415,5436,24165,0.30326594090202175,3.1625615763546797,0.14285714285714285,0.11569974344119838,0.27218934911242604,0.02442764656949616,1
2018,17,34,12,17,32,59,10,21,185,51,14,21,70,202,97,181,636,51,14,21,70,202,97,181,636,32,0,2,5,18,37,91,185,0,0,0,0,1,0,0,1,3,0,0,0,1,3,9,16,260,285,479,501,406,233,158,2322,636,582,1353,2524,5170,4429,4131,18825,0.2904238618524333,3.4193548387096775,0.058823529411764705,0.12334006161691279,0.30326594090202175,-0.009853767098908561,0
2018,18,29,10,24,40,67,9,9,188,46,11,25,82,193,98,161,616,46,11,25,82,193,98,161,616,32,1,1,4,10,29,96,173,0,0,0,0,0,0,0,0,2,0,0,0,0,2,17,21,265,271,620,507,628,274,293,2858,670,618,1368,2592,5349,4136,3990,18723,0.3047001620745543,3.5402298850574714,0.0,0.15263832514419995,0.2904238618524333,0.011063264284052412,1
2018,19,36,11,24,32,67,2,11,183,50,12,27,70,159,71,117,506,50,12,27,70,159,71,117,506,30,2,3,3,11,16,50,115,0,0,0,0,0,0,0,0,1,0,0,1,1,2,10,15,184,162,373,373,407,171,117,1787,717,624,1163,2366,5130,4114,3615,17729,0.3609467455621302,4.362068965517241,0.0,0.10078962210941907,0.3047001620745543,0.043110735418427734,1
2018,20,40,10,19,29,56,15,29,198,50,11,25,62,200,126,209,683,50,11,25,62,200,126,209,683,27,2,2,15,19,34,90,189,0,0,0,0,0,0,0,0,1,0,0,1,1,4,13,20,511,207,554,573,524,419,408,3196,927,563,1483,2799,5083,4448,4725,20028,0.2894736842105263,3.594736842105263,0.0,0.1595686254930351,0.3609467455621302,-0.05251716247139588,0
2018,21,39,10,19,35,53,4,11,171,51,13,23,84,177,129,171,648,51,13,23,84,177,129,171,648,30,1,0,11,17,27,89,175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,13,312,415,665,592,781,537,483,3785,681,864,1479,3073,6259,4968,5139,22463,0.26348228043143296,3.6818181818181817,0.0,0.1684918091168091,0.2894736842105263,-0.020156598849092818,0
2018,22,53,8,26,39,62,5,17,210,64,9,31,70,178,93,139,584,64,9,31,70,178,93,139,584,31,2,2,9,7,25,63,139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,12,199,181,480,488,383,224,162,2117,660,593,1415,2754,4909,4829,5143,20303,0.358974358974359,4.171428571428572,0.0,0.1042651694247439,0.26348228043143296,0.07557848655409632,1
2018,23,47,13,26,35,64,5,27,217,62,13,29,69,160,98,152,583,62,13,29,69,160,98,152,583,27,2,2,5,7,22,85,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,15,234,257,530,535,390,225,156,2327,549,559,1173,2155,4207,3706,3425,15774,0.3715753424657534,3.8609271523178808,0.0,0.14751188589540412,0.358974358974359,0.00927242181442232,1
2018,24,53,12,34,27,62,8,25,221,63,13,39,66,187,150,235,753,63,13,39,66,187,150,235,753,22,0,2,6,15,28,78,151,0,0,0,0,0,2,0,2,2,0,0,0,0,5,23,30,436,258,645,549,681,547,307,3423,830,516,1292,2525,5753,4804,4629,20349,0.29310344827586204,4.953947368421052,0.06451612903225806,0.1682063882063882,0.3715753424657534,-0.057212966550432655,0
2018,25,40,12,18,26,48,6,23,173,52,17,19,60,182,102,170,602,52,17,19,60,182,102,170,602,28,4,6,5,17,20,68,148,0,0,0,0,0,0,1,1,0,0,0,0,0,3,9,12,522,275,616,542,698,546,525,3724,933,600,1469,2866,5997,5402,5317,22584,0.28689883913764513,4.040268456375839,0.07692307692307693,0.16488820013283154,0.29310344827586204,-0.004798231066887744,0
2018,26,47,13,23,34,46,9,9,181,50,16,28,61,134,51,58,398,50,16,28,61,134,51,58,398,31,1,4,7,8,13,31,95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,8,244,177,337,348,423,251,179,1959,657,556,973,6785,4604,3864,3600,21039,0.45363408521303256,4.145833333333333,0.0,0.0931083650190114,0.28689883913764513,0.12956359972095183,1
2018,27,37,9,16,32,62,8,18,182,58,9,17,63,183,113,181,624,58,9,17,63,183,113,181,624,26,0,3,5,11,23,59,127,0,0,0,0,0,0,0,0,2,0,0,1,0,3,11,17,413,234,358,442,676,408,500,3031,1078,516,1040,2453,5169,7459,5112,22827,0.2912,4.875,0.0,0.13277553881198528,0.45363408521303256,-0.11174344827586205,0
2018,28,0,0,0,1,3,1,17,22,0,0,0,21,72,78,161,332,0,0,0,21,72,78,161,332,0,0,0,2,13,25,42,82,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,13,325,164,312,309,571,467,457,2605,778,521,1037,2563,5521,5194,6116,21730,0.06606606606606606,4.0,0.0,0.11987483318761216,0.2912,-0.17436023383978777,0
2018,29,39,11,19,35,57,7,14,182,54,14,30,81,175,122,159,635,54,14,30,81,175,122,159,635,25,1,0,5,11,20,51,113,1,0,0,0,0,0,0,1,2,0,1,0,1,1,8,13,484,242,535,501,579,346,329,3016,1124,567,1390,2581,5082,4138,4707,19589,0.2861635220125786,5.5701754385964914,0.07142857142857142,0.15395610005104646,0.06606606606606606,0.20645761360616527,1
