"ORDEN","UNIDAD PRIMARIA GENERADORA DEL DATO QUE NOTIFICA EL EVENTO","FECHA NOTIFICACION","SEMANA EPIDEMIOLOGICA","AÑO","HOSPITALIZACION IRAG MENOR 1 AÑO","HOSPITALIZACION IRAG 1 AÑO","HOSPITALIZACION IRAG 2 A 4 AÑOS","HOSPITALIZACION IRAG 5 A 19 AÑOS","HOSPITALIZACION IRAG 20 A 39 AÑOS","HOSPITALIZACION IRAG 40 A 59 AÑOS","HOSPITALIZACION IRAG  MAYOR 60 AÑOS","TOTAL CASOS DE HOSPITALIZACIONES POR IRAG","TOTAL CAUSAS HOSPITALIZACIONES MENOR 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 2 A 4 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 5 A 19 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 20 A 39 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 40 A 59 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES MAYOR 60 AÑOS","TOTAL HOSPITALIZACIONES POR TODAS LAS CAUSAS","HOSPITALIZACIONES EN UCI POR IRAG MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG MAYOR 60 AÑOS","TOTAL DE LAS HOSPITALIZACIONES EN UCI POR IRAG","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MAYOR 60 AÑOS","TOTAL TODAS LAS HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS","MUERTES POR IRAG MENOR 1 AÑO","MUERTES POR IRAG 1 AÑO","MUERTES POR IRAG 2 A 4 AÑOS","MUERTES POR IRAG 5 A 19 AÑOS","MUERTES POR IRAG 20 A 39 AÑOS","MUERTES POR IRAG 40 A 59 AÑOS","MUERTES POR IRAG MAYOR 60 AÑOS","TOTAL DE MUERTES POR IRAG","TODAS LAS CAUSAS DE MUERTE MENOR 1 AÑO","TODAS LAS CAUSAS DE MUERTE 1 AÑO","TODAS LAS CAUSAS DE MUERTE 2 A 4 AÑOS","TODAS LAS CAUSAS DE MUERTE 5 A 19 AÑOS","TODAS LAS CAUSAS DE MUERTE 20 A 39 AÑOS","TODAS LAS CAUSAS DE MUERTE 40 A 59 AÑOS","TODAS LAS CAUSAS DE MUERTE MAYOR 60 AÑOS","TOTAL DE MUERTES POR TODAS LAS CAUSAS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MENOR 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 2 A 4 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 5 A 19 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 20 A 39 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 40 A 59 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MENOR 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 2 A 4 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 5 A 19 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 20 A 39 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 40 A 59 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO EL IRAG"
"29","FUNDACION OFTALMOLOGICA DE SDER FOSCAL","2012-01-28T00:00:00.000","4","2012","0","0","0","1","0","0","10","11","2","0","2","7","23","35","64","133","2","0","2","7","23","35","64","133","0","0","0","0","0","0","6","6","0","0","0","0","0","0","2","2","0","0","0","0","0","0","7","7","1","4","2","9","9","29","25","79","24","29","61","237","532","832","1031","2746"
"30","FUNDACION MEDICO PREVENTIVA IPS PARA EL BIENESTAR","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","14","21","19","16","73","146"
"31","CENTRO DE SALUD MUTIS","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1"
"32","CENTRO DE SALUD VILLA ROSA","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","6","2","1","1","16","4","2","0","6","2","1","1","16"
"33","CENTRO DE SALUD KENNEDY","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","CENTRO DE SALUD IPC","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","3","4","3","2","16","2","2","0","3","4","3","2","16"
"35","CENTRO DE SALUD REGADEROS","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","9","2","1","19","0","4","0","3","9","2","1","19"
"36","CENTRO DE PADRES SOMASCOS","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","1","5","1","2","0","1","0","0","1","5"
"37","CENTRO DE SALUD COMUNEROS","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","3","0","0","3"
"38","CENTRO DE SALUD GAITAN","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","2","1","0","8","0","3","0","2","2","1","0","8"
"39","CENTRO DE SALUD JOYA","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","2","0","6","1","2","0","1","0","2","0","6"
"40","CENTRO DE SALUD PABLO VI","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"41","CENTRO DE SALUD BUCARAMANGA","2012-01-28T00:00:00.000","4","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","1","0","0","5","1","1","0","2","1","0","0","5"
"42","FUNDACION AVANZAR FOS","2012-04-02T00:00:00.000","5","2012","2","1","1","3","13","24","5","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","3","13","24","5","49","2","1","1","3","13","24","5","49"
"43","FUNDACION AVANZAR FOS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","3","13","24","5","49","15","42","85","95","280","313","79","909"
"44","CAJA DE PREVISION SOCIAL DE LA UIS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0"
"45","CENTRO MEDICO DANIEL PERALTA SA CLINICA BUCARAMNAG","2012-04-02T00:00:00.000","5","2012","0","0","0","0","1","0","4","5","0","1","3","8","37","27","35","111","0","1","3","8","37","27","35","111","0","0","0","0","1","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","0","6","19","9","7","41","3","3","12","85","398","211","171","883"
"46","CLINISANITAS EPS SANITAS BUCARAMANGA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","2","10","6","22","14","8","14","62","33","55","22","208"
"47","LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANG","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","2","4","6","0","0","0","4","8","16","32","60","0","0","0","4","8","16","32","60","10","0","0","0","3","2","10","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","5","1","0","4","10","15","9","7","46","12","10","22","113","310","270","171","908"
"48","CLINICA METROPOLITANA DE BUCARAMANGA SA","2012-04-02T00:00:00.000","5","2012","1","0","0","0","1","0","0","2","2","2","0","8","19","13","18","62","2","2","0","8","19","13","18","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","3","2","1","2","1","2","2","2","12","16","12","17","48","110","59","62","324"
"49","CENTRO CLINICO MONSERRATE","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","3","1","1","15","22","32","24","6","101"
"50","CAFI COOMULTRASAN","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","4","9","1","0","20","1","2","3","4","9","1","0","20"
"51","UNIDAD MEDICA QUIRURGICA COOMULTRASAN","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","15","4","1","26","1","1","1","3","15","4","1","26"
"52","RETROALIMENTACION","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","5","4","4","18","0","0","1","4","5","4","4","18"
"53","FUNDACION MEDICO PREVENTIVA IPS PARA EL BIENESTAR","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","5","20","57","0","88"
"54","RETROALIMENTACION","2012-06-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","2","1","0","0","8","0","0","1","0","1","0","0","2"
"55","PEDIATRAS ASOCIADOS LTDA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","5","17","17","21","119","0","0","0","174"
"56","SERVICLINICOS DROMEDICA SA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","1","8","6","9","24","0","0","0","1","8","6","9","24","0","0","0","2","1","0","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","9","36","142","71","32","303"
"57","UNIDAD DE PREVENCION CLINICA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","1","0","3","8","36","42","67","56","251","79","102","633"
"58","HOSPITAL LOCAL DEL NORTE","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","3","2","3","3","18","3","4","0","3","2","3","3","18"
"59","UIMIST","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","13","0","10","0","0","0","42","19","13","0","10","0","0","0","42"
"60","CENTRO DE SALUD MORRORICO","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","3","0","0","6","0","2","0","1","3","0","0","6"
"61","CENTRO DE SALUD CAMPO HERMOSO","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","5","0","0","0","0","2","2","1","5"
"62","CENTRO DE SALUD PABLO VI","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1"
"63","CENTRO DE SALUD ANTONIA SANTOS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","1","5","2","0","0","1","0","1","1","5"
"64","CENTRO DE SALUD MUTIS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","CENTRO DE SALUD TOLEDO PLATA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","8","0","5","3","0","2","23","5","8","0","5","3","0","2","23"
"66","CENTRO DE SALUD CRISTAL ALTO","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","1","0","2"
"67","CENTRO DE SALUD ROSARIO","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","7","7","2","1","25","4","4","0","7","7","2","0","24"
"68","CENTRO DE SALUD GIRARDOT","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","12","0","12","24","5","1","62","8","12","0","12","24","5","1","62"
"69","CENTRO DE SALUD SANTANDER","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","2","2"
"70","CENTRO DE SALUD IPC","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","5","2","3","2","17","2","3","0","5","2","3","2","17"
"71","CENTRO DE SALUD COLORADOS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","3","0","7","4","19","1","4","0","3","0","7","4","19"
"72","CENTRO DE SALUD LIBERTAD","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","3","2","0","9","0","2","0","2","3","2","0","9"
"73","UIMQ","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","3","0","0","0","1","0","1","1","3"
"74","CENTRO DE SALUD GAITAN","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","3","3","1","12","0","2","0","3","3","3","1","12"
"75","CENTRO DE SALUD VILLA ROSA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","0","1","0","8","0","4","0","3","0","1","0","8"
"76","CENTRO DE SALUD REGADEROS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","9","0","2","5","18","1","1","0","9","0","2","5","18"
"77","CENTRO DE PADRES SOMASCOS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","1","5"
"78","CENTRO DE SALUD COMUNEROS","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","3","0","0","0","2","1","0","0","3"
"79","CENTRO DE SALUD JOYA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","0","1","6","2","2","0","1","0","0","1","6"
"80","CENTRO DE SALUD CONCORDIA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","1","2"
"81","FUNDACION AVANZAR FOS","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","6","10","34","7","60","20","35","47","65","147","420","180","914"
"82","CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR CAJASAN","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","10","15","17","54"
"83","CENTRO MEDICO DANIEL PERALTA SA CLINICA BUCARAMNAG","2012-11-02T00:00:00.000","6","2012","1","0","1","0","0","0","2","4","1","0","2","8","44","25","40","120","1","0","2","8","44","25","40","120","0","0","0","1","1","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","3","0","1","0","4","14","14","7","40","0","7","2","92","394","194","160","849"
"84","LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANG","2012-11-02T00:00:00.000","6","2012","0","0","0","0","2","1","6","9","0","0","0","7","14","11","34","66","0","0","0","7","14","11","34","66","0","0","0","0","1","2","3","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","5","4","2","1","5","10","7","3","32","15","13","29","155","343","314","185","1054"
"85","CLINICA METROPOLITANA DE BUCARAMANGA SA","2012-11-02T00:00:00.000","6","2012","0","1","0","0","0","0","0","1","5","5","6","12","16","21","24","89","5","5","6","12","16","21","24","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","4","8","9","14","17","77","39","28","192"
"86","CENTRO CLINICO MONSERRATE","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","5","20","36","18","8","87"
"87","CLINICA MATERNO INFANTIL SAN LUIS SA","2012-06-02T00:00:00.000","6","2012","2","3","2","5","0","0","0","12","8","10","19","46","75","10","1","169","8","10","19","46","75","10","1","169","11","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","8","8","10","1","0","0","30","31","68","150","363","92","19","1","724"
"88","CLINICA MATERNO INFANTIL SAN LUIS SA","2012-11-02T00:00:00.000","6","2012","1","2","2","4","0","0","0","9","3","10","12","38","74","14","4","155","3","10","12","38","74","14","4","155","19","0","0","1","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","15","16","0","0","0","45","44","68","159","342","118","20","3","754"
"89","IPS COMFENALCO SANTANDER","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","14","59","47","7","130"
"90","COOMEVA UBA MESETA SEDE B","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","5","7","4","5","28","48","19","71","114","392","269","168","1081"
"91","UBA COOMEVA CABECERA","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2","1","1","0","8","22","11","24","77","210","191","45","580"
"92","UBA COOMEVA CABECERA","2012-04-02T00:00:00.000","5","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","4","2","2","1","12","23","6","31","83","158","139","46","486"
"93","UNIDAD DE PREVENCION CLINICA","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","1","0","5","95","82","56","65","121","110","130","659"
"94","COOMEVA UBA MESETA","2012-11-02T00:00:00.000","6","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","6","15","2","2","37","35","34","68","195","656","435","231","1654"
